CardHoldersName,Card_Number,Expiry_Date,ShipToAddress,ShipToAddress1,ShipToCity,ShipToCountry,ShipToCustomerNumber,ShipToEmail,ShipToName,ShipToPhone,ShipToState,ShipToZip,RandZip,CardHoldersName_1,OrderDollarAmount,NumItems,AvgLineItemPrice,ZipDistance,BillingShippingZipEqual,reported_as_fraud
Lacota Payne,5480211138251328,522,,10900  Agoura Hills Ave.,Columbia,USA,259706,Iris@vestibulum.us,Lacota *Payne,405-992-1196,KS,65278,65278,Lacota Payne,55.1,2,26,,1,0.00
Vance Whitehead,5177535547358136,1122,,67580 West Bosnia and Herzegovina Way,Baldwin Park,USA,252868,Mariam@arcu.gov,Vance *Whitehead,403-469-6310,TN,32901,32901,Vance Whitehead,,0,,0,1,0.00
Rae Delaney,4496247667730972,719,,96626 North Suriname Ave.,Ashland,USA,675157,MacKensie@sagittis.com,Rae *Delaney,788-140-2814,TX,24651,24651,Rae Delaney,339.1,2,161,0,1,1.00
Vladimir Everett,5100744653312612,321,,5630 North Sri Lanka Ave.,Sanford,USA,179160,Oscar@quis.net,Vladimir *Everett,170-042-3072,IA,64858,64858,Vladimir Everett,,0,,0,1,1.00
George Short,5555221447571878,520,,51080 South Sweden St.,Roseville,USA,89530,Rahim@elit.com,George *Short,966-936-7299,AZ,1807,1807,George Short,775.6,2,365,0,1,0.00
Nicholas Castaneda,4552538031617239,1022,,63341 East Belize Way,Everett,USA,458803,Shea@magnis.net,Nicholas *Castaneda,882-665-8239,OR,80131,80131,Nicholas Castaneda,270.4,2,130,0,1,0.00
Hiram Henson,4916947575172157,720,,23 East Maldives St.,Latrobe,USA,728079,Amery@semper.net,Hiram *Henson,008-751-5192,SC,80078,80078,Hiram Henson,,0,,,1,0.00
Honorato Travis,4929746863132914,418,,7733 South Bahrain Ln.,Warner Robins,USA,560323,Xavier@at.gov,Honorato *Travis,573-036-8773,CT,45840,45840,Honorato Travis,304.2,2,142.5,0,1,0.00
Selma Humphrey,349623066474635,623,,8117 East Coos Bay St.,Hornell,USA,807606,Carissa@In.org,Selma *Humphrey,404-483-8055,NJ,90673,90673,Selma Humphrey,47.8,2,22.5,,1,0.00
Mohammad Gill,6011635417747554,1123,,83771 West Aruba Ln.,Little Rock,USA,972241,Roth@primis.com,Mohammad *Gill,861-256-2408,OR,17969,17969,Mohammad Gill,,0,,,1,0.00
Micah Johns,5550902116059478,419,,35083 North North Adams Ln.,Cypress,USA,57219,Burke@faucibus.net,Micah *Johns,808-006-8224,NH,80112,80112,Micah Johns,69.4,2,32.5,0,1,0.00
Sharon Hutchinson,4485375988896801,622,,48827 South Tajikistan Ave.,Newburyport,USA,652621,Michael@Cras.net,Sharon *Hutchinson,536-318-7318,CA,57283,57283,Sharon Hutchinson,796.9,2,375,,1,0.00
Odette Sargent,4716876929690303,219,,77295  Benin Way,North Tonawanda,USA,774910,Thaddeus@accumsan.com,Odette *Sargent,605-177-3241,OR,68810,68810,Odette Sargent,117.1,2,55.5,0,1,0.00
Juliet Saunders,6011314451414741,918,,56555  Kuwait Ln.,Chickasha,USA,979750,Veda@augue.org,Juliet *Saunders,574-456-0624,RI,19212,19212,Juliet Saunders,207.2,2,97.5,,1,0.00
Portia Dunlap,4024007188315922,919,,66430 North Lithuania St.,Tuscaloosa,USA,579204,Velma@Nam.gov,Portia *Dunlap,743-932-7199,KS,89266,89266,Portia Dunlap,648.1,2,305,,1,0.00
Basia Franklin,4929306867538176,220,,65418  British Indian Ocean Territory Ct.,Peru,USA,776383,Tasha@sociis.us,Basia *Franklin,648-076-7792,ID,37824,37824,Basia Franklin,,0,,0,1,0.00
Jarrod Nelson,5363681023582015,718,,83833  Aruba Way,Plantation,USA,57427,Lucas@Curabitur.net,Jarrod *Nelson,567-399-6787,VT,45784,45784,Jarrod Nelson,,0,,0,1,0.00
Piper Farrell,5116879999009746,419,,65681  Spain Ct.,Laughlin,USA,96040,Heidi@auctor.gov,Piper *Farrell,727-935-1426,DE,92081,92081,Piper Farrell,636.9,2,293.5,,1,0.00
Elizabeth Davidson,5321240069697426,1220,,26427 East Equatorial Guinea St.,West Warwick,USA,272279,Macey@Vivamus.net,Elizabeth *Davidson,293-699-1879,WA,4116,4116,Elizabeth Davidson,31.6,2,15,0,1,0.00
Janna Carey,4024007177707998,819,,46295 West Hayward Ln.,Laguna Beach,USA,657120,Guinevere@hymenaeos.net,Janna *Carey,442-944-8807,MT,50100,50100,Janna Carey,,0,,,1,0.00
Beatrice Rodriquez,342930659855683,1020,,92891 East Brunei Darussalam Way,Commerce,USA,882807,Kyla@at.org,Beatrice *Rodriquez,798-497-7817,KS,17450,17450,Beatrice Rodriquez,69.1,2,32.5,,1,0.00
Darrel Vasquez,4716733946069682,419,,88720 East Cambodia Ln.,Dixon,USA,766416,Byron@venenatis.com,Darrel *Vasquez,345-419-9693,ME,51357,51357,Darrel Vasquez,188.3,2,88,0,1,0.00
Scarlet Kramer,5265669489546409,620,,92570 South Afghanistan St.,Redlands,USA,170169,John@imperdiet.org,Scarlet *Kramer,211-895-5769,FL,90805,90805,Scarlet Kramer,361.9,2,166,0,1,0.00
Hector Jacobs,6011559170561590,622,,20217 North Barbados Ct.,Guthrie,USA,944597,Cameron@nonummy.gov,Hector *Jacobs,328-561-8521,TN,88825,88825,Hector Jacobs,382.5,2,180,,1,0.00
Alan Aguilar,4556574781375484,423,,96615 East Gambia Ln.,Plymouth,USA,372881,Linus@fames.net,Alan *Aguilar,102-691-5784,MA,91470,91470,Alan Aguilar,220.2,2,101,0,1,0.00
Ocean Morton,4556241449772524,420,,7542 South Charleston St.,Hartford,USA,748581,Deacon@vestibulum.com,Ocean *Morton,427-698-3828,SC,23890,23890,Ocean Morton,379.1,2,180,0,1,0.00
Venus Bond,4716435031549673,719,,32515 East Cranston Ln.,Wausau,USA,440005,Bernard@dapibus.gov,Venus *Bond,311-006-5421,ME,9814,9814,Venus Bond,,0,,,1,0.00
Joel Case,5190610810244967,723,,87807 North Kazakhstan Blvd.,Gettysburg,USA,57930,Ashton@hymenaeos.com,Joel *Case,350-562-2074,AL,75231,75231,Joel Case,736.1,2,340,0,1,0.00
Cairo Knox,5528960350808686,319,,85650 West Australia St.,La Habra,USA,131343,Channing@ornare.org,Cairo *Knox,107-169-1051,WY,68380,68380,Cairo Knox,253.2,2,120,0,1,0.00
Alexa Galloway,6011084604287167,322,,6252 East Morocco Way,Weirton,USA,987688,Ebony@Duis.edu,Alexa *Galloway,026-790-7916,NY,10627,10627,Alexa Galloway,531.2,2,250,,1,0.00
Brennan Mccray,5208769194694377,222,,98633 East Colombia Ct.,Sioux Falls,USA,337569,Leroy@lacus.gov,Brennan *Mccray,360-686-8876,VT,67380,67380,Brennan Mccray,320.9,2,151,,1,1.00
Leah Gross,5371425483682901,519,,95892 South Benin Ln.,Webster Groves,USA,58033,Grace@semper.edu,Leah *Gross,021-241-6058,RI,51633,51633,Leah Gross,262.4,2,123.5,,1,0.00
Forrest Rodgers,5167493539805817,222,,97484 West Croatia Ave.,Saint Cloud,USA,167104,Brady@blandit.gov,Forrest *Rodgers,692-021-1865,UT,96626,96626,Forrest Rodgers,,0,,,1,0.00
Avram Sampson,4532883147482218,722,,85527 South Burkina Faso Ln.,Rockford,USA,706762,Joshua@egestas.com,Avram *Sampson,001-599-8496,RI,78310,78310,Avram Sampson,330.4,2,155.5,,1,0.00
Karleigh Stafford,5245814231746080,918,,8892 North Peru Blvd.,Jeannette,USA,248760,Tanisha@Duis.us,Karleigh *Stafford,938-266-8962,MD,83137,83137,Karleigh Stafford,,0,,,1,1.00
Madeline Delaney,5590843174304475,219,,48429 West Laughlin Ln.,Pierre,USA,58151,Brynn@enim.edu,Madeline *Delaney,854-570-6770,AL,49952,49952,Madeline Delaney,667.8,2,315,0,1,0.00
Murphy Schneider,5242006929682247,721,,37978 South Cape Verde Way,Saint Louis,USA,156612,Roary@adipiscing.net,Murphy *Schneider,326-433-1392,NV,77383,77383,Murphy Schneider,,0,,0,1,0.00
Vladimir Kent,5221372532832073,522,,30459 East United Arab Emirates Ct.,Plantation,USA,58228,Cairo@varius.edu,Vladimir *Kent,562-265-5988,DE,21132,21132,Vladimir Kent,118.7,2,56,0,1,0.00
Nyssa Hughes,5595176021767098,422,,4269 North Somalia Ct.,Marlborough,USA,58241,September@Morbi.com,Nyssa *Hughes,327-441-0505,AL,80589,80589,Nyssa Hughes,,0,,,1,0.00
Jason Brewer,5228098727945171,1120,,90334 West Cortland Blvd.,Sacramento,USA,58242,Ariana@nunc.com,Jason *Brewer,804-902-4656,NJ,47853,47853,Jason Brewer,460.1,2,215,0,1,0.00
Ivory Green,4532063769762763,422,,70317 East Kiribati Blvd.,Farrell,USA,775177,Lawrence@nibh.org,Ivory *Green,966-952-3329,KY,20273,20273,Ivory Green,,0,,,1,0.00
Graiden Hawkins,4532515804630149,1022,,24551 West Cayman Islands St.,New London,USA,401743,Ivana@justo.com,Graiden *Hawkins,804-739-2336,KY,76939,76939,Graiden Hawkins,208.2,2,97.5,0,1,0.00
Cora Sanchez,4556899036522287,619,,57350  Chad Blvd.,Elsmere,USA,619339,Lydia@ultricies.org,Cora *Sanchez,423-082-9518,AK,83067,83067,Cora Sanchez,,0,,,1,0.00
Deborah Riggs,4054610960699638,523,,24158 South Belarus Ln.,Woonsocket,USA,379115,Christopher@dolor.us,Deborah *Riggs,768-438-6820,NM,68830,68830,Deborah Riggs,,0,,,1,0.00
Lana Hinton,5285957117916599,818,,65476 South Brookfield Ct.,San Juan,USA,309081,Lev@nibh.gov,Lana *Hinton,919-159-0989,ND,27004,27004,Lana Hinton,138.1,2,65,,1,0.00
September Underwood,5250445435364164,418,,59103  Honduras Way,El Paso,USA,178958,Ivan@felis.edu,September *Underwood,648-816-0141,NY,21401,21401,September Underwood,,0,,0,1,0.00
Hop Bartlett,344421746069270,1023,,14704 South Serbia and Montenegro St.,Jackson,USA,842536,Aristotle@laoreet.org,Hop *Bartlett,611-808-0178,ND,64832,64832,Hop Bartlett,,0,,0,1,0.00
Chastity Ayala,5326826807282979,718,,70374 North Reunion Ct.,Marshall,USA,225694,Tara@convallis.com,Chastity *Ayala,093-947-9456,GA,50454,50454,Chastity Ayala,224.7,2,105,0,1,1.00
Clark Russo,5359172525608983,1022,,81421 South Newark Ln.,Vernon,USA,87858,Kato@ridiculus.gov,Clark *Russo,130-517-1860,DC,53110,53110,Clark Russo,213.3,2,101,0,1,0.00
Shoshana Witt,4109373802629140,821,,93727 North Afghanistan Way,Rensselaer,USA,556882,Marah@porttitor.us,Shoshana *Witt,369-171-8288,OR,82912,82912,Shoshana Witt,488.8,2,230,,1,0.00
Keegan Macias,4103509392018998,721,,55250 North Seychelles St.,Westminster,USA,703574,Kasper@tempor.net,Keegan *Macias,603-851-0549,NE,59410,59410,Keegan Macias,480,2,240,0,1,0.00
Malcolm Pennington,4539317722968674,1122,,421 West Brunei Darussalam Ln.,Fontana,USA,717896,Jin@Quisque.net,Malcolm *Pennington,225-688-0675,ME,3899,3899,Malcolm Pennington,,0,,,1,0.00
Hadassah Bowman,4485730875454439,1021,,41762  Antigua and Barbuda Ave.,Naperville,USA,390457,Branden@auctor.com,Hadassah *Bowman,647-806-6716,KY,69210,69210,Hadassah Bowman,,0,,0,1,0.00
Dale Peterson,5110192753916569,423,,11279 West Malawi Ave.,Orangeburg,USA,305390,David@dolor.com,Dale *Peterson,884-104-1394,IN,85663,85663,Dale Peterson,743.8,2,350,,1,0.00
Shana Elliott,5287135866810895,1223,,12621 South Hot Springs Blvd.,Middletown,USA,58569,Raja@aliquet.gov,Shana *Elliott,508-039-5579,MO,36399,36399,Shana Elliott,228.4,2,107.5,,1,0.00
Jenna Anthony,6011534623591817,1121,,40227 North San Marino St.,Downey,USA,989191,Tatyana@tempus.org,Jenna *Anthony,850-553-6825,NH,82286,82286,Jenna Anthony,37.2,2,17.5,,1,0.00
Pearl Morris,5237432698655387,1119,,93186  Rwanda Way,Pendleton,USA,90747,Karyn@sodales.org,Pearl *Morris,009-871-4860,WA,72602,72602,Pearl Morris,,0,,0,1,0.00
Pearl Snyder,5169108826872571,1019,,63226 East Nevada City Blvd.,Hagerstown,USA,206576,Colton@inceptos.com,Pearl *Snyder,446-485-5943,RI,42021,42021,Pearl Snyder,614.8,2,290,0,1,0.00
Sylvester Hartman,6011660245711044,1020,,69033 South Burbank Ct.,Fort Collins,USA,948426,Zeph@accumsan.org,Sylvester *Hartman,485-027-4742,WV,51958,51958,Sylvester Hartman,92.4,2,43.5,,1,0.00
Violet Burks,4539304462581909,121,,58479 East Moldova Ct.,Delta Junction,USA,704861,Ori@tristique.com,Violet *Burks,317-256-5988,FL,82723,82723,Violet Burks,487.6,2,230,0,1,0.00
Kirestin Cole,5463280405492742,720,,13599 West Hermitage St.,Jenks,USA,278321,Wang@mollis.edu,Kirestin *Cole,297-484-8814,AZ,25363,25363,Kirestin Cole,,0,,,1,0.00
Mary Martinez,6011516001531986,620,,93448 West Croatia Ave.,Merced,USA,970738,Lana@purus.gov,Mary *Martinez,154-881-2315,ND,68038,68038,Mary Martinez,104.9,2,49,0,1,0.00
Amelia Perkins,4716333057579007,220,,67447 West French Guiana Blvd.,Bellflower,USA,656096,Claire@Nulla.com,Amelia *Perkins,254-006-8133,AK,91055,91055,Amelia Perkins,214.6,2,101,,1,0.00
Zelenia Lloyd,4935286840221441,320,,72589 West Auburn Hills Way,Mission Viejo,USA,487978,Phillip@morbi.com,Zelenia *Lloyd,397-860-8771,FL,68643,68643,Zelenia Lloyd,305.9,2,145,0,1,0.00
Sopoline Alvarado,4539550260443615,1019,,49424 West Tuvalu Ave.,Jefferson City,USA,571653,Zane@ultrices.net,Sopoline *Alvarado,390-456-1085,CO,35542,35542,Sopoline Alvarado,455.8,2,215,0,1,0.00
Alea Wilkinson,344018873086612,318,,21706  Eufaula St.,Albany,USA,893619,Noelle@torquent.net,Alea *Wilkinson,642-133-8445,NE,1373,1373,Alea Wilkinson,78.6,2,37,,1,0.00
Griffith Hebert,5140343216372023,922,,99258 East Bouvet Island Ct.,Tampa,USA,58772,Jennifer@mauris.net,Griffith *Hebert,686-247-0891,TX,64103,64103,Griffith Hebert,563.1,2,265,,1,1.00
Conan Velasquez,6011811931669521,120,,57024  Trinidad and Tobago Way,Brockton,USA,997314,Ciara@turpis.edu,Conan *Velasquez,151-565-8153,KY,26003,26003,Conan Velasquez,620.6,2,290,0,1,0.00
Marny Perkins,4090812688711507,223,,83039 South Latvia Way,Peru,USA,784001,Reece@Curae.com,Marny *Perkins,483-980-3180,WA,90856,90856,Marny Perkins,281.6,2,132.5,,1,0.00
Yvonne Lane,4755632468704290,221,,23234 East Gibraltar St.,Scranton,USA,770284,Caleb@sollicitudin.gov,Yvonne *Lane,675-919-7238,NM,94425,94425,Yvonne Lane,,0,,,1,1.00
Gwendolyn Moreno,5315175759567182,420,,13384 East Morocco Way,Dodge City,USA,58845,Carissa@Nunc.edu,Gwendolyn *Moreno,627-475-5606,MS,34041,34041,Gwendolyn Moreno,239.1,2,112.5,,1,0.00
Tad Glenn,4485232066366449,519,,20170 South Mexico Blvd.,Sun Valley,USA,645093,Ruth@litora.us,Tad *Glenn,629-451-5561,MT,15772,15772,Tad Glenn,,0,,0,1,0.00
Peter Parker,6011999489284619,723,,71388 East Belarus Ln.,Bismarck,USA,999566,Nadine@nulla.us,Peter *Parker,969-142-0618,CT,52570,52570,Peter Parker,139.1,2,65,0,1,0.00
Nicole Johnston,348126472595721,418,,89636 North Glens Falls Ave.,Fullerton,USA,899270,Autumn@dolor.gov,Nicole *Johnston,684-818-3385,NJ,60128,60128,Nicole Johnston,517.2,2,240,0,1,0.00
Nero Perry,4539396241114895,921,,25934 South Mexico Way,Kettering,USA,421416,Grant@Lorem.org,Nero *Perry,395-076-1529,MA,44477,44477,Nero Perry,616.2,2,290,,1,0.00
Nita Mcgowan,4716138650167187,821,,90848 East Comoros Ln.,Whittier,USA,476004,Julie@sollicitudin.org,Nita *Mcgowan,533-754-5930,CA,31030,31030,Nita Mcgowan,620.6,2,290,0,1,0.00
Karen Mccall,4061650083754218,519,,68353 West Dominica Ave.,Shamokin,USA,434643,Holmes@risus.edu,Karen *Mccall,230-447-4812,CO,52202,52202,Karen Mccall,246.1,2,115,0,1,0.00
Alexander Rojas,4539718713138203,820,,65998  Canada Ct.,Farmington,USA,650284,Isaac@eu.us,Alexander *Rojas,410-385-8449,AK,27763,27763,Alexander Rojas,,0,,,1,0.00
Emerald Griffith,6011844665840398,822,,86627 West Fountain Valley Ct.,New York,USA,951841,Bradley@commodo.gov,Emerald *Griffith,831-868-0440,MT,79924,79924,Emerald Griffith,,0,,0,1,0.00
Sean Roberson,4532108981386667,1119,,66582  Central African Republic Blvd.,Chandler,USA,418170,Reece@hymenaeos.edu,Sean *Roberson,755-304-7129,KY,597,597,Sean Roberson,520.6,2,245,,1,0.00
Nigel Wolf,4539821029977080,1019,,25698 East Costa Rica Ln.,Columbia,USA,476800,Keane@mollis.gov,Nigel *Wolf,163-380-7607,MS,65595,65595,Nigel Wolf,276.2,2,130,,1,0.00
Kenyon Humphrey,377356047809091,1222,,94235 South Turkey Ln.,La Palma,USA,878309,Sage@nisi.com,Kenyon *Humphrey,065-575-9717,MN,67706,67706,Kenyon Humphrey,488.8,2,230,,1,0.00
Priscilla Savage,349643605036240,622,,51713  Solomon Islands St.,Tyler,USA,887264,Lawrence@venenatis.gov,Priscilla *Savage,732-769-4998,AZ,72752,72752,Priscilla Savage,56.4,2,26,0,1,0.00
Orson Donaldson,5459599347935252,519,,74489 West Duncan Ave.,Grafton,USA,164679,Chaim@semper.net,Orson *Donaldson,072-102-8924,HI,38346,38346,Orson Donaldson,,0,,0,1,0.00
Winifred Mcneil,4532588836941438,921,,88278 North Ethiopia Way,Turlock,USA,661221,Nasim@eget.gov,Winifred *Mcneil,091-429-7038,PA,10011,10011,Winifred Mcneil,228.6,2,105,0,1,0.00
Damian Lloyd,4916708982972427,620,,11907 East Samoa Ave.,Signal Hill,USA,453204,Brianna@ac.us,Damian *Lloyd,303-535-7333,ID,4424,4424,Damian Lloyd,,0,,0,1,0.00
Kenneth Ryan,4485005055981786,421,,49153 South Clemson St.,Omaha,USA,580208,Simon@tempus.org,Kenneth *Ryan,539-847-4176,OR,21501,21501,Kenneth Ryan,,0,,0,1,0.00
Jarrod Harmon,4532273572838854,923,,40228 North Bulgaria Ct.,Enfield,USA,621042,Melodie@Phasellus.us,Jarrod *Harmon,523-594-3021,MN,3765,3765,Jarrod Harmon,300,3,100,0,1,0.00
Cameron Carter,5412371724167537,1023,,81944 West Aberdeen Ln.,North Las Vegas,USA,89529,Pearl@taciti.com,Cameron *Carter,713-140-5321,SD,26457,26457,Cameron Carter,610.9,5,115,,1,0.00
Cally Flynn,6011583642189178,520,,47057 North Armenia Ln.,Newport News,USA,939664,Kay@habitant.net,Hop *Shaw,094-016-9366,GA,72466,29834,Cally Flynn,1122.7,5,206,562.8,0,1.00
Bell Dunlap,4154001634703239,1018,,74015  Egypt Way,Charlotte,USA,717114,Amela@Pellentesque.com,Bell *Dunlap,714-243-3352,TN,9124,9124,Bell Dunlap,529.1,3,166,,1,1.00
Porter Nieves,5419910400575878,621,,7035 East Anguilla Ln.,McAllen,USA,47167,Benedict@interdum.us,Lillian *Maddox,815-720-0115,ID,52767,66276,Porter Nieves,513.6,3,160,296.9,0,1.00
Bernard Diaz,379128745196750,919,,4811 East Togo Way,Watertown,USA,915877,Xandra@habitant.com,Gregory *Blankenship,991-002-4728,MN,37321,65525,Bernard Diaz,,0,,,0,1.00
Yael Owens,4485372879780806,722,,38474 West El Salvador Ln.,Chula Vista,USA,429522,Charissa@sollicitudin.net,Molly *Dickson,408-523-9430,WA,40447,83439,Yael Owens,354,2,167,,0,0.00
Sarah Forbes,5529931864728388,1022,,67184 East Angola Blvd.,Leominster,USA,236574,Aiko@justo.edu,Gareth *Barry,556-412-8856,LA,43311,92587,Sarah Forbes,6258,8,729.4,1892,0,1.00
Xavier Daugherty,372137924985245,322,,95372 North Gloucester St.,Mount Vernon,USA,849107,Wanda@sodales.org,Xavier *Daugherty,572-254-0852,PA,80834,80834,Xavier Daugherty,2654.8,3,860,0,1,0.00
Lance Gould,4532249968318966,922,,53994  Anchorage Ct.,Natchitoches,USA,479643,Quinn@volutpat.org,Azalia *Sims,744-521-6636,RI,61412,21213,Lance Gould,5481.6,7,730.1,747.9,0,0.00
Vielka Ferrell,5492176507785238,922,,73366 East Indonesia Way,Murfreesboro,USA,250731,Winifred@aliquam.com,Yuli *Howe,663-514-7133,IA,83778,81097,Vielka Ferrell,403.8,2,190,,0,0.00
Edan Bryant,5251313633666716,1120,,89249  Palau St.,Escondido,USA,47340,Lareina@Vestibulum.us,Wyoming *Myers,392-437-8732,CT,37495,7150,Edan Bryant,1179.4,4,277.5,,0,1.00
Clark Davis,4097630649914868,823,,51161  Norfolk Island Ln.,McAlester,USA,572880,Harding@bibendum.gov,Clark *Davis,320-576-2042,WA,27147,27147,Clark Davis,610.9,4,143.8,,1,0.00
Hyatt Carney,6011545160505861,1123,,32614  Martinique St.,West Sacramento,USA,980168,Alexandra@Class.org,Emma *Meyers,351-523-0792,VT,46928,57036,Hyatt Carney,123,2,57.5,623.5,0,1.00
Merrill Newman,5361494473992490,423,,86375 North Viet Nam Blvd.,Eden Prairie,USA,47367,Ashely@condimentum.org,Davis *Zimmerman,800-246-1536,AL,35033,29548,Merrill Newman,6919.1,3,2125.7,,0,0.00
Barry Randall,5110862075393743,423,,31764 East Buffalo Ave.,Stafford,USA,221015,Leah@nulla.org,Dominique *Mack,614-110-5166,NM,31666,80597,Barry Randall,382.5,2,180,,0,1.00
Finn Marquez,5298991592140222,720,,29599 South Danville Ct.,Walla Walla,USA,152902,Cameron@placerat.gov,Finn *Marquez,059-465-8064,GA,45428,45428,Finn Marquez,4058.3,4,946,0,1,1.00
Hadley Douglas,5242144984406077,322,,66672  Bangladesh Ln.,Muncie,USA,47420,Nasim@Praesent.org,Derek *Mclean,465-198-2976,IN,18674,2172,Hadley Douglas,3612.5,3,1133.3,,0,0.00
Abra Chang,4539860095798756,219,,57372  South Africa St.,Wilkes-Barre,USA,548996,Fredericka@elementum.us,Abra *Chang,148-725-0855,NE,19193,19193,Abra Chang,3803.8,3,1193.3,0,1,0.00
Erich Santos,4618463137546376,319,,42944 North Afghanistan Ct.,McKeesport,USA,622163,Armand@Mauris.edu,Erich *Santos,629-074-7467,GA,9901,9901,Erich Santos,4397.7,6,689.8,,1,0.00
Jennifer Riley,5271650508479493,118,,7732 South United States Ave.,Hawthorne,USA,202650,Rogan@sapien.us,Jennifer *Riley,865-287-1077,WI,27048,27048,Jennifer Riley,2647.4,3,826.7,0,1,0.00
Hayes Flynn,5475082889795103,219,,52341  Centennial Blvd.,Downey,USA,230707,Clio@mus.edu,Hayes *Flynn,618-950-6219,CT,60688,60688,Hayes Flynn,607.5,3,183.7,,1,0.00
Phelan Warren,5205244011654718,1122,,69362 South Tajikistan Ln.,Plano,USA,244248,Cassidy@Suspendisse.us,Kevyn *Holder,941-198-1521,HI,22451,34854,Phelan Warren,1991.2,3,630.3,,0,0.00
Donovan Newman,4920090090423682,1019,,34762 South Green River Ave.,Riverside,USA,570049,Zahir@quam.net,Donovan *Newman,536-668-2421,KS,29202,29202,Donovan Newman,3086.6,7,408.3,0,1,0.00
Timothy Pittman,5207316271914491,220,,8758  Austria Ave.,Fort Smith,USA,47608,Reed@egestas.gov,Rana *Fitzpatrick,014-783-5215,MA,10628,66202,Timothy Pittman,1452.4,3,455.7,,0,1.00
Lane Payne,5558755887231300,822,,70768 South Peru Way,Gallup,USA,47610,Norman@lacinia.net,Fatima *Hester,272-380-3442,OH,43754,23891,Lane Payne,879.5,4,205,291.4,0,1.00
Wyatt Banks,4282854499230309,1222,,42563 West Hermitage Way,West Palm Beach,USA,515548,Doris@ornare.com,Knox *Jimenez,425-466-5895,IA,46248,3834,Wyatt Banks,850,2,400,,0,1.00
Lareina Hampton,4539616428572247,218,,91614 East Belize Ct.,Tampa,USA,665982,Jane@per.org,Cade *Cabrera,731-756-7293,WI,62209,30151,Lareina Hampton,414.4,3,130,,0,1.00
Marny Hendricks,4556299901989424,1119,,34237 West Aurora Blvd.,Titusville,USA,640787,Oprah@nunc.us,Marny *Hendricks,189-389-0425,NJ,92033,92033,Marny Hendricks,250.6,3,77.3,0,1,1.00
Kane Cash,5307323147180447,922,,65053 West Chad Ln.,LaGrange,USA,191505,Orla@convallis.edu,Vivian *Britt,321-994-4736,SC,54884,54780,Kane Cash,657.7,3,206.3,,0,0.00
Kylee Mcgowan,5525512930193882,619,,13765 North Papua New Guinea Blvd.,Weymouth,USA,218474,Cheryl@Ut.org,Kylee *Mcgowan,963-281-6938,PA,94311,94311,Kylee Mcgowan,2929.3,6,459.5,,1,0.00
Kevyn Wilkins,377920693110276,923,,30208  Aruba Way,South Gate,USA,825045,Ciaran@rhoncus.net,Kevyn *Wilkins,150-966-3202,NC,78848,78848,Kevyn Wilkins,2390.6,2,1125,,1,0.00
Hamilton Koch,4539942437777423,123,,43366 South Serbia and Montenegro Way,Santa Clara,USA,608323,Austin@nec.us,Hamilton *Koch,554-035-2589,RI,23681,23681,Hamilton Koch,1369.5,3,430.7,0,1,0.00
Lance Fuentes,5571062258755196,123,,75561  Belarus Way,South El Monte,USA,176585,Kadeem@nostra.com,Forrest *Ashley,992-162-0053,NY,3939,3971,Lance Fuentes,521.7,3,163.7,,0,0.00
Upton Lowery,6011619948188637,220,,30456 South Burkina Faso Ln.,Tacoma,USA,970594,Austin@Sed.us,Xena *Callahan,468-194-4882,VA,92823,45056,Upton Lowery,,0,,1862.2,0,0.00
Melvin Graves,5196943112556968,621,,90628 East Brazil Blvd.,Peekskill,USA,329899,Kamal@laoreet.com,Melvin *Graves,029-300-7523,TN,94694,94694,Melvin Graves,106.2,3,33.3,,1,1.00
Hu Mckinney,5493391155177625,719,,56683 North Guadeloupe St.,Corpus Christi,USA,47711,Justin@dictum.net,Tallulah *Logan,141-390-0063,CO,56456,27377,Hu Mckinney,3931.2,3,1233.3,1055.6,0,0.00
